MRUN,GENERO,EDAD,TRAMO_EDAD,COMUNA,REGION,REGION_ORD,TIPO_COLEGIO,GRADO,ZONA,SUBSECTOR,SECTOR
957045,Mujer,30,30-39,QUINTA NORMAL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
958955,Mujer,41,40-49,LA CRUZ,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
960242,Mujer,36,30-39,RENCA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
960523,Hombre,45,40-49,HIJUELAS,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
961315,Mujer,44,40-49,LOS ÁNGELES,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
961601,Mujer,27,< 30,ARICA,Arica y Parinacota,Arica y Parinacota,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
962552,Mujer,41,40-49,IQUIQUE,Tarapacá,Tarapacá,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
963033,Mujer,36,30-39,CORONEL,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
965503,Mujer,52,50-59,PUDAHUEL,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
968259,Hombre,35,30-39,EL BOSQUE,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
968479,Mujer,48,40-49,RÍO BUENO,Los Ríos,Los Ríos,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
968636,Mujer,54,50-59,QUINTA NORMAL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
968961,Mujer,39,30-39,COQUIMBO,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
969371,Mujer,42,40-49,ISLA DE MAIPO,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
970292,Mujer,29,< 30,PROVIDENCIA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
970419,Mujer,57,50-59,VIÑA DEL MAR,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
970983,Mujer,44,40-49,MELIPILLA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
971118,Hombre,30,30-39,OSORNO,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
971902,Mujer,41,40-49,CONCEPCIÓN,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
972170,Mujer,46,40-49,TALCAHUANO,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
973401,Hombre,49,40-49,ANCUD,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
973499,Mujer,40,40-49,VALPARAÍSO,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
974850,Mujer,48,40-49,SAN ANTONIO,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
975025,Mujer,42,40-49,COINCO,O'Higgins,O'Higgins,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
975418,Mujer,38,30-39,LA LIGUA,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
975830,Hombre,39,30-39,LOS VILOS,Coquimbo,Coquimbo,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
976783,Mujer,49,40-49,PUDAHUEL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
977832,Mujer,52,50-59,COPIAPÓ,Atacama,Atacama,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
978855,Mujer,34,30-39,SANTIAGO,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
979877,Hombre,26,< 30,TALCA,Maule,Maule,Municipal,Media H-C (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
979886,Mujer,49,40-49,ANTOFAGASTA,Antofagasta,Antofagasta,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
979943,Hombre,34,30-39,VALDIVIA,Los Ríos,Los Ríos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
980349,Mujer,60,60+,COQUIMBO,Coquimbo,Coquimbo,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
980764,Mujer,61,60+,SAN MIGUEL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
980946,Hombre,54,50-59,MARIQUINA,Los Ríos,Los Ríos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
981200,Mujer,51,50-59,MONTE PATRIA,Coquimbo,Coquimbo,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
982278,Mujer,40,40-49,PLACILLA,O'Higgins,O'Higgins,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
984189,Mujer,32,30-39,CALAMA,Antofagasta,Antofagasta,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
984988,Mujer,42,40-49,PURÉN,Araucanía,Araucanía,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
985674,Hombre,30,30-39,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
986827,Mujer,27,< 30,VALDIVIA,Los Ríos,Los Ríos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
987362,Mujer,50,50-59,COPIAPÓ,Atacama,Atacama,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
988143,Mujer,56,50-59,HIJUELAS,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
988372,Mujer,56,50-59,PUDAHUEL,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
988885,Mujer,42,40-49,LA PINTANA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
989153,Hombre,63,60+,FRESIA,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
989294,Mujer,37,30-39,LO PRADO,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
989445,Hombre,65,60+,PEDRO AGUIRRE CERDA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
989664,Mujer,30,30-39,ESTACIÓN CENTRAL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
989825,Hombre,66,60+,MAULLIN,Los Lagos,Los Lagos,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
990067,Mujer,34,30-39,PAINE,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
990264,Mujer,54,50-59,PEDRO AGUIRRE CERDA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
990406,Hombre,34,30-39,RECOLETA,Metropolitana,Metropolitana,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
990518,Hombre,55,50-59,CONCÓN,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
990656,Hombre,44,40-49,LA SERENA,Coquimbo,Coquimbo,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
990677,Mujer,29,< 30,LA PINTANA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
990783,Mujer,40,40-49,IQUIQUE,Tarapacá,Tarapacá,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
994618,Mujer,49,40-49,PADRE LAS CASAS,Araucanía,Araucanía,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
994886,Mujer,41,40-49,EL MONTE,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
995094,Mujer,61,60+,OVALLE,Coquimbo,Coquimbo,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
995213,Mujer,39,30-39,HUECHURABA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
995926,Mujer,42,40-49,LONCOCHE,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
996042,Mujer,28,< 30,LO ESPEJO,Metropolitana,Metropolitana,Servicio Local de Educación,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
996292,Mujer,46,40-49,OSORNO,Los Lagos,Los Lagos,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
996333,Mujer,56,50-59,OSORNO,Los Lagos,Los Lagos,Municipal,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
996672,Mujer,28,< 30,NOGALES,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
997725,Mujer,41,40-49,BUIN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
998704,Mujer,53,50-59,VALPARAÍSO,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
999354,Hombre,51,50-59,ANGOL,Araucanía,Araucanía,Corp. Adm. Delegada (DL 3166),Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
999944,Mujer,63,60+,QUINTA NORMAL,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1000634,Mujer,26,< 30,EMPEDRADO,Maule,Maule,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1001030,Mujer,44,40-49,SAN JOAQUÍN,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1001536,Mujer,44,40-49,RÍO CLARO,Maule,Maule,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1001564,Mujer,57,50-59,VALPARAÍSO,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1001887,Hombre,32,30-39,ÑUÑOA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1002426,Hombre,38,30-39,CONCÓN,Valparaíso,Valparaíso,Servicio Local de Educación,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1002677,Mujer,50,50-59,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1003277,Mujer,43,40-49,RECOLETA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1003369,Mujer,52,50-59,CASTRO,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1003634,Mujer,43,40-49,LOS ÁNGELES,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1003635,Hombre,43,40-49,LOS ÁNGELES,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1005424,Mujer,63,60+,VALPARAÍSO,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1006562,Mujer,39,30-39,RECOLETA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1006692,Mujer,48,40-49,CURICÓ,Maule,Maule,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1007713,Mujer,38,30-39,CURICÓ,Maule,Maule,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1008413,Mujer,34,30-39,VIÑA DEL MAR,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1008976,Mujer,42,40-49,RECOLETA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1009157,Hombre,36,30-39,PANGUIPULLI,Los Ríos,Los Ríos,Particular Subvencionado,Media H-C (Jóvenes),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1011154,Mujer,24,< 30,SANTA MARÍA,Valparaíso,Valparaíso,Municipal,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1011176,Hombre,37,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1011225,Mujer,53,50-59,PUTAENDO,Valparaíso,Valparaíso,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1011280,Mujer,59,50-59,CHILLÁN,Ñuble,Ñuble,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1011432,Hombre,24,< 30,ÑUÑOA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1011462,Mujer,40,40-49,MACHALÍ,O'Higgins,O'Higgins,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1013562,Mujer,34,30-39,ARICA,Arica y Parinacota,Arica y Parinacota,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1013835,Mujer,37,30-39,MAIPÚ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1013842,Mujer,33,30-39,QUILPUÉ,Valparaíso,Valparaíso,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1014123,Hombre,34,30-39,COELEMU,Ñuble,Ñuble,Municipal,Media H-C (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
1014509,Mujer,53,50-59,LO PRADO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1015041,Hombre,36,30-39,LINARES,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1015106,Mujer,51,50-59,OSORNO,Los Lagos,Los Lagos,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1015305,Mujer,50,50-59,QUILICURA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1018209,Mujer,52,50-59,SAN ANTONIO,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1018239,Mujer,58,50-59,SAN FELIPE,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1018349,Mujer,38,30-39,PEÑALOLÉN,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1019198,Mujer,39,30-39,CONCEPCIÓN,Biobío,Biobío,Corp. Adm. Delegada (DL 3166),Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1019371,Mujer,60,60+,SAN FERNANDO,O'Higgins,O'Higgins,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1019806,Hombre,34,30-39,LEBU,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1020146,Hombre,32,30-39,QUINTA NORMAL,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1021690,Hombre,29,< 30,PAINE,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1022215,Mujer,66,60+,CALAMA,Antofagasta,Antofagasta,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1022725,Mujer,36,30-39,RÍO NEGRO,Los Lagos,Los Lagos,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1024698,Hombre,33,30-39,CABILDO,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1025026,Mujer,45,40-49,MULCHÉN,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1025631,Hombre,40,40-49,VIÑA DEL MAR,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1026379,Mujer,69,60+,SANTIAGO,Metropolitana,Metropolitana,Particular Subvencionado,Media TP y Artística (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
1027116,Mujer,44,40-49,TALAGANTE,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1028238,Mujer,30,30-39,VICUÑA,Coquimbo,Coquimbo,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1029864,Hombre,56,50-59,LO PRADO,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1029908,Mujer,37,30-39,COLINA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1029931,Mujer,35,30-39,CORONEL,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1030232,Mujer,44,40-49,OVALLE,Coquimbo,Coquimbo,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1030717,Hombre,71,60+,ARICA,Arica y Parinacota,Arica y Parinacota,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1030725,Mujer,41,40-49,IQUIQUE,Tarapacá,Tarapacá,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1032313,Mujer,41,40-49,CALAMA,Antofagasta,Antofagasta,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1033760,Mujer,45,40-49,SAN ANTONIO,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1034075,Mujer,29,< 30,TALAGANTE,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1034148,Mujer,38,30-39,NATALES,Magallanes,Magallanes,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1034154,Mujer,24,< 30,NUEVA IMPERIAL,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1034390,Mujer,46,40-49,PADRE LAS CASAS,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1034446,Mujer,42,40-49,TUCAPEL,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1035181,Mujer,38,30-39,VILLARRICA,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1035260,Mujer,41,40-49,PUCHUNCAVÍ,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
1035476,Hombre,39,30-39,SAN BERNARDO,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,FORMACIÓN CIUDADANA,Formación General
1035707,Mujer,38,30-39,CURICÓ,Maule,Maule,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
