MRUN,GENERO,EDAD,TRAMO_EDAD,COMUNA,REGION,REGION_ORD,TIPO_COLEGIO,GRADO,ZONA,SUBSECTOR,SECTOR
867486,Mujer,41,40-49,MELIPILLA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
868884,Mujer,42,40-49,EL MONTE,Metropolitana,Metropolitana,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
873665,Mujer,40,40-49,CALAMA,Antofagasta,Antofagasta,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
874008,Mujer,29,< 30,QUILICURA,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
874140,Mujer,55,50-59,PADRE HURTADO,Metropolitana,Metropolitana,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
875251,Hombre,26,< 30,CHIGUAYANTE,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
875746,Mujer,48,40-49,CERRO NAVIA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
876098,Mujer,30,30-39,QUINTA NORMAL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
876531,Hombre,33,30-39,MAIPÚ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
876693,Hombre,42,40-49,TALCA,Maule,Maule,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
879101,Mujer,63,60+,SANTIAGO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
879212,Mujer,43,40-49,RANCAGUA,O'Higgins,O'Higgins,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
879843,Mujer,37,30-39,LA SERENA,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
879922,Mujer,45,40-49,PUCÓN,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
880093,Hombre,25,< 30,IQUIQUE,Tarapacá,Tarapacá,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
880314,Mujer,42,40-49,CURACAVÍ,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
880320,Mujer,39,30-39,LA FLORIDA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
882408,Mujer,52,50-59,CONCÓN,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
882441,Mujer,59,50-59,PUDAHUEL,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
884453,Mujer,40,40-49,OVALLE,Coquimbo,Coquimbo,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
884494,Mujer,43,40-49,QUILLOTA,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
885115,Mujer,63,60+,PUNITAQUI,Coquimbo,Coquimbo,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
885158,Hombre,33,30-39,MOSTAZAL,O'Higgins,O'Higgins,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
886315,Mujer,32,30-39,LONCOCHE,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
886865,Mujer,25,< 30,SAN CARLOS,Ñuble,Ñuble,Particular Subvencionado,Media TP y Artística (Jóvenes),Urbana,ECONOMÍA Y SOCIEDAD,Formación General
887683,Mujer,39,30-39,ANTOFAGASTA,Antofagasta,Antofagasta,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
887713,Mujer,35,30-39,ARICA,Arica y Parinacota,Arica y Parinacota,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
887714,Mujer,37,30-39,ARICA,Arica y Parinacota,Arica y Parinacota,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
888387,Mujer,47,40-49,PEÑAFLOR,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
888957,Mujer,41,40-49,MELIPILLA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
889799,Mujer,38,30-39,QUILICURA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
890815,Mujer,42,40-49,PUDAHUEL,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
890943,Hombre,34,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
891293,Mujer,51,50-59,COLTAUCO,O'Higgins,O'Higgins,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
891817,Mujer,40,40-49,MOLINA,Maule,Maule,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
891847,Mujer,36,30-39,LA PINTANA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
893937,Hombre,33,30-39,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
894371,Mujer,26,< 30,MAIPÚ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
894468,Mujer,31,30-39,LOTA,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
895058,Hombre,38,30-39,ANTOFAGASTA,Antofagasta,Antofagasta,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
895837,Mujer,26,< 30,ARICA,Arica y Parinacota,Arica y Parinacota,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
896066,Mujer,34,30-39,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
896342,Mujer,48,40-49,DALCAHUE,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
896726,Mujer,39,30-39,PUNITAQUI,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
896901,Mujer,38,30-39,TALCAHUANO,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
897598,Mujer,42,40-49,PAINE,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
897607,Mujer,59,50-59,LA SERENA,Coquimbo,Coquimbo,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
897665,Mujer,53,50-59,LOS ANDES,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
898634,Hombre,58,50-59,CUREPTO,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
898675,Mujer,51,50-59,LA CISTERNA,Metropolitana,Metropolitana,Particular Subvencionado,Media TP y Artística (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
899020,Mujer,27,< 30,CALBUCO,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
900295,Mujer,34,30-39,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
903355,Mujer,42,40-49,PUERTO MONTT,Los Lagos,Los Lagos,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
903561,Mujer,70,60+,SAN MIGUEL,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
904303,Mujer,56,50-59,MEJILLONES,Antofagasta,Antofagasta,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
904477,Mujer,49,40-49,ANCUD,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
904968,Mujer,36,30-39,COLINA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
905379,Mujer,37,30-39,VALDIVIA,Los Ríos,Los Ríos,Servicio Local de Educación,Media TP y Artística (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
905722,Mujer,60,60+,VITACURA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
906970,Hombre,47,40-49,SANTIAGO,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
907448,Mujer,38,30-39,LA PINTANA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
907667,Mujer,50,50-59,CHILLÁN,Ñuble,Ñuble,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
908550,Mujer,47,40-49,TALCAHUANO,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
908688,Mujer,40,40-49,GRANEROS,O'Higgins,O'Higgins,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
909220,Mujer,70,60+,CORONEL,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
910683,Hombre,43,40-49,SAN JAVIER,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
910851,Mujer,30,30-39,LA CISTERNA,Metropolitana,Metropolitana,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
911840,Mujer,45,40-49,ANTOFAGASTA,Antofagasta,Antofagasta,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
912665,Mujer,46,40-49,PINTO,Ñuble,Ñuble,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
912755,Hombre,56,50-59,PUERTO MONTT,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
914069,Mujer,60,60+,TEMUCO,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
914543,Hombre,46,40-49,CALAMA,Antofagasta,Antofagasta,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
915986,Mujer,39,30-39,ESTACIÓN CENTRAL,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
916335,Mujer,32,30-39,ANTOFAGASTA,Antofagasta,Antofagasta,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
916798,Mujer,56,50-59,RENGO,O'Higgins,O'Higgins,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
916844,Mujer,61,60+,QUINTA NORMAL,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
917319,Mujer,39,30-39,TALCAHUANO,Biobío,Biobío,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
918366,Mujer,58,50-59,QUILPUÉ,Valparaíso,Valparaíso,Municipal,Media TP y Artística (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
918529,Mujer,40,40-49,TEMUCO,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
919365,Mujer,53,50-59,CAUQUENES,Maule,Maule,Servicio Local de Educación,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
919374,Mujer,60,60+,CONCEPCIÓN,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
920017,Mujer,46,40-49,BUIN,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
920129,Mujer,35,30-39,SAN BERNARDO,Metropolitana,Metropolitana,Servicio Local de Educación,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
921039,Mujer,39,30-39,MAIPÚ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
921684,Hombre,33,30-39,CURICÓ,Maule,Maule,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
922223,Mujer,38,30-39,LA REINA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
922437,Mujer,55,50-59,ARICA,Arica y Parinacota,Arica y Parinacota,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
923387,Mujer,44,40-49,PARRAL,Maule,Maule,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
923570,Hombre,33,30-39,PUERTO MONTT,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
923772,Mujer,39,30-39,MAIPÚ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
924066,Mujer,36,30-39,RÍO NEGRO,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
925131,Mujer,51,50-59,VALPARAÍSO,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
925684,Mujer,26,< 30,SAN RAMÓN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
927037,Mujer,44,40-49,CONCHALÍ,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
929492,Mujer,46,40-49,CHIGUAYANTE,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
929495,Mujer,36,30-39,SANTIAGO,Metropolitana,Metropolitana,Particular Pagado,Media H-C (Jóvenes),Urbana,HISTORIA Y CIENCIAS SOCIALES,Formación General
929763,Mujer,43,40-49,CABILDO,Valparaíso,Valparaíso,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
932980,Mujer,34,30-39,SANTA CRUZ,O'Higgins,O'Higgins,Municipal,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
933454,Mujer,41,40-49,MELIPILLA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
933588,Mujer,55,50-59,COQUIMBO,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
933808,Hombre,64,60+,PUENTE ALTO,Metropolitana,Metropolitana,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
935206,Mujer,31,30-39,AYSÉN,Aysén,Aysén,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
935402,Mujer,44,40-49,PUNTA ARENAS,Magallanes,Magallanes,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
935499,Hombre,32,30-39,SANTA CRUZ,O'Higgins,O'Higgins,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
935914,Hombre,66,60+,TALCA,Maule,Maule,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
936088,Mujer,31,30-39,TOLTÉN,Araucanía,Araucanía,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
936161,Mujer,47,40-49,SAN NICOLÁS,Ñuble,Ñuble,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
936412,Hombre,42,40-49,ANTOFAGASTA,Antofagasta,Antofagasta,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
936940,Mujer,44,40-49,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
937434,Mujer,60,60+,ÑUÑOA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
937440,Mujer,39,30-39,PUCHUNCAVÍ,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
937750,Mujer,54,50-59,TEMUCO,Araucanía,Araucanía,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
938360,Mujer,55,50-59,CONCEPCIÓN,Biobío,Biobío,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
938634,Mujer,44,40-49,PADRE HURTADO,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
939075,Mujer,32,30-39,ESTACIÓN CENTRAL,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
939315,Mujer,53,50-59,LONGAVÍ,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
939971,Mujer,62,60+,ÑUÑOA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
940353,Mujer,38,30-39,VIÑA DEL MAR,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
940725,Mujer,59,50-59,QUINCHAO,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
942269,Mujer,37,30-39,SAN JOAQUÍN,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
943692,Mujer,57,50-59,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
944485,Mujer,43,40-49,CATEMU,Valparaíso,Valparaíso,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
944522,Mujer,39,30-39,LA UNIÓN,Los Ríos,Los Ríos,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
945006,Mujer,51,50-59,QUILPUÉ,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
945422,Mujer,37,30-39,MELIPILLA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
945591,Mujer,38,30-39,SAN RAMÓN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
946137,Hombre,50,50-59,SAN CLEMENTE,Maule,Maule,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
946629,Hombre,66,60+,SAN ANTONIO,Valparaíso,Valparaíso,Municipal,Media TP y Artística (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
947616,Hombre,34,30-39,RÍO BUENO,Los Ríos,Los Ríos,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
948432,Mujer,33,30-39,SAN BERNARDO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
948528,Mujer,39,30-39,RANCAGUA,O'Higgins,O'Higgins,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
949357,Mujer,34,30-39,QUILLÓN,Ñuble,Ñuble,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
951077,Mujer,57,50-59,LA SERENA,Coquimbo,Coquimbo,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
952223,Mujer,34,30-39,VILLA ALEMANA,Valparaíso,Valparaíso,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
952541,Mujer,37,30-39,SAN PEDRO DE LA PAZ,Biobío,Biobío,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
952776,Mujer,57,50-59,VITACURA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
953479,Mujer,47,40-49,PUERTO OCTAY,Los Lagos,Los Lagos,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
953595,Mujer,47,40-49,ESTACIÓN CENTRAL,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
953691,Mujer,30,30-39,ÑUÑOA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
953932,Mujer,59,50-59,IQUIQUE,Tarapacá,Tarapacá,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
954129,Hombre,50,50-59,ROMERAL,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
954454,Mujer,42,40-49,SAN RAMÓN,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
955313,Mujer,39,30-39,SAN ANTONIO,Valparaíso,Valparaíso,Particular Subvencionado,Media H-C (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
955632,Mujer,36,30-39,LA FLORIDA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
